category,yyyy,mm,platform_type,gmv
농축수산물,2020,03,mobile,390677
생활용품,2020,03,mobile,903970
자동차 및 자동차용품,2020,03,mobile,87503
가구,2020,03,mobile,308180
애완용품,2020,03,mobile,68810
여행 및 교통서비스,2020,03,mobile,254940
문화 및 레저서비스,2020,03,mobile,16582
e쿠폰서비스,2020,03,mobile,304032
음식서비스,2020,03,mobile,1179983
기타서비스,2020,03,mobile,38638
기타,2020,03,mobile,190282
컴퓨터 및 주변기기,2020,03,web,377158
가전·전자·통신기기,2020,03,web,582588
서적,2020,03,web,138724
사무·문구,2020,03,web,38970
의복,2020,03,web,391349
신발,2020,03,web,88467
가방,2020,03,web,51586
패션용품 및 액세서리,2020,03,web,56456
스포츠·레저용품,2020,03,web,135097
화장품,2020,03,web,530855
아동·유아용품,2020,03,web,89378
음·식료품,2020,03,web,437677
농축수산물,2020,03,web,136459
생활용품,2020,03,web,361472
자동차 및 자동차용품,2020,03,web,124634
가구,2020,03,web,131584
애완용품,2020,03,web,22744
여행 및 교통서비스,2020,03,web,72816
문화 및 레저서비스,2020,03,web,20922
e쿠폰서비스,2020,03,web,49142
음식서비스,2020,03,web,72413
기타서비스,2020,03,web,40834
기타,2020,03,web,139372
컴퓨터 및 주변기기,2020,04,mobile,280447
가전·전자·통신기기,2020,04,mobile,767352
서적,2020,04,mobile,98270
사무·문구,2020,04,mobile,46965
의복,2020,04,mobile,751587
신발,2020,04,mobile,134375
가방,2020,04,mobile,149861
패션용품 및 액세서리,2020,04,mobile,116162
스포츠·레저용품,2020,04,mobile,275653
화장품,2020,04,mobile,365424
아동·유아용품,2020,04,mobile,312823
음·식료품,2020,04,mobile,1105314
농축수산물,2020,04,mobile,338417
생활용품,2020,04,mobile,764902
자동차 및 자동차용품,2020,04,mobile,84478
가구,2020,04,mobile,283403
애완용품,2020,04,mobile,67818
여행 및 교통서비스,2020,04,mobile,342227
문화 및 레저서비스,2020,04,mobile,20416
e쿠폰서비스,2020,04,mobile,298651
음식서비스,2020,04,mobile,1185478
기타서비스,2020,04,mobile,70880
기타,2020,04,mobile,149633
컴퓨터 및 주변기기,2020,04,web,354329
가전·전자·통신기기,2020,04,web,566950
서적,2020,04,web,107302
사무·문구,2020,04,web,36508
의복,2020,04,web,410800
신발,2020,04,web,92270
가방,2020,04,web,50182
패션용품 및 액세서리,2020,04,web,54101
스포츠·레저용품,2020,04,web,163511
화장품,2020,04,web,594926
아동·유아용품,2020,04,web,99064
음·식료품,2020,04,web,418214
농축수산물,2020,04,web,140946
생활용품,2020,04,web,343934
자동차 및 자동차용품,2020,04,web,49515
가구,2020,04,web,126052
애완용품,2020,04,web,23105
여행 및 교통서비스,2020,04,web,100055
문화 및 레저서비스,2020,04,web,26871
e쿠폰서비스,2020,04,web,40301
음식서비스,2020,04,web,77609
기타서비스,2020,04,web,59250
기타,2020,04,web,107497
컴퓨터 및 주변기기,2020,05,mobile,246569
가전·전자·통신기기,2020,05,mobile,942818
서적,2020,05,mobile,77605
사무·문구,2020,05,mobile,47679
의복,2020,05,mobile,887471
신발,2020,05,mobile,170792
가방,2020,05,mobile,173519
패션용품 및 액세서리,2020,05,mobile,134693
스포츠·레저용품,2020,05,mobile,319037
화장품,2020,05,mobile,410641
아동·유아용품,2020,05,mobile,323628
음·식료품,2020,05,mobile,1085139
농축수산물,2020,05,mobile,321211
생활용품,2020,05,mobile,826618
자동차 및 자동차용품,2020,05,mobile,94084
가구,2020,05,mobile,282845
애완용품,2020,05,mobile,69205
여행 및 교통서비스,2020,05,mobile,434106
문화 및 레저서비스,2020,05,mobile,36162
e쿠폰서비스,2020,05,mobile,299199
음식서비스,2020,05,mobile,1232449
기타서비스,2020,05,mobile,56747
기타,2020,05,mobile,213462
컴퓨터 및 주변기기,2020,05,web,337425
가전·전자·통신기기,2020,05,web,605211
서적,2020,05,web,92404
사무·문구,2020,05,web,36296
의복,2020,05,web,455932
신발,2020,05,web,113343
가방,2020,05,web,52643
패션용품 및 액세서리,2020,05,web,60071
스포츠·레저용품,2020,05,web,176331
화장품,2020,05,web,522392
아동·유아용품,2020,05,web,91002
음·식료품,2020,05,web,394341
농축수산물,2020,05,web,112419
생활용품,2020,05,web,352541
자동차 및 자동차용품,2020,05,web,49775
가구,2020,05,web,124275
애완용품,2020,05,web,21840
여행 및 교통서비스,2020,05,web,130938
문화 및 레저서비스,2020,05,web,39249
e쿠폰서비스,2020,05,web,45509
음식서비스,2020,05,web,88288
기타서비스,2020,05,web,47108
기타,2020,05,web,113331
컴퓨터 및 주변기기,2020,06,mobile,210993
가전·전자·통신기기,2020,06,mobile,927580
서적,2020,06,mobile,79271
사무·문구,2020,06,mobile,44571
의복,2020,06,mobile,871165
신발,2020,06,mobile,165119
가방,2020,06,mobile,186234
패션용품 및 액세서리,2020,06,mobile,136218
스포츠·레저용품,2020,06,mobile,316903
화장품,2020,06,mobile,414836
아동·유아용품,2020,06,mobile,293868
음·식료품,2020,06,mobile,1036453
농축수산물,2020,06,mobile,304447
생활용품,2020,06,mobile,833898
자동차 및 자동차용품,2020,06,mobile,95622
가구,2020,06,mobile,279513
애완용품,2020,06,mobile,66741
여행 및 교통서비스,2020,06,mobile,458177
문화 및 레저서비스,2020,06,mobile,31763
e쿠폰서비스,2020,06,mobile,271653
음식서비스,2020,06,mobile,1184977
기타서비스,2020,06,mobile,56611
기타,2020,06,mobile,184027
컴퓨터 및 주변기기,2020,06,web,314965
가전·전자·통신기기,2020,06,web,591071
서적,2020,06,web,91448
사무·문구,2020,06,web,37294
의복,2020,06,web,452153
신발,2020,06,web,119166
가방,2020,06,web,54894
패션용품 및 액세서리,2020,06,web,56909
스포츠·레저용품,2020,06,web,177942
화장품,2020,06,web,568161
아동·유아용품,2020,06,web,85743
음·식료품,2020,06,web,407969
농축수산물,2020,06,web,129635
생활용품,2020,06,web,361947
자동차 및 자동차용품,2020,06,web,165844
가구,2020,06,web,125034
애완용품,2020,06,web,21824
여행 및 교통서비스,2020,06,web,149162
문화 및 레저서비스,2020,06,web,39387
e쿠폰서비스,2020,06,web,42651
음식서비스,2020,06,web,68416
기타서비스,2020,06,web,53827
기타,2020,06,web,112276
컴퓨터 및 주변기기,2020,07,mobile,240302
가전·전자·통신기기,2020,07,mobile,842591
서적,2020,07,mobile,88038
사무·문구,2020,07,mobile,46552
의복,2020,07,mobile,718354
신발,2020,07,mobile,145265
가방,2020,07,mobile,183858
패션용품 및 액세서리,2020,07,mobile,144458
스포츠·레저용품,2020,07,mobile,327468
화장품,2020,07,mobile,404300
아동·유아용품,2020,07,mobile,297078
음·식료품,2020,07,mobile,1148604
농축수산물,2020,07,mobile,327982
생활용품,2020,07,mobile,878804
자동차 및 자동차용품,2020,07,mobile,102898
가구,2020,07,mobile,266893
애완용품,2020,07,mobile,73843
여행 및 교통서비스,2020,07,mobile,615014
문화 및 레저서비스,2020,07,mobile,53281
e쿠폰서비스,2020,07,mobile,275542
음식서비스,2020,07,mobile,1305390
기타서비스,2020,07,mobile,63903
기타,2020,07,mobile,202260
컴퓨터 및 주변기기,2020,07,web,360071
가전·전자·통신기기,2020,07,web,548307
서적,2020,07,web,99074
사무·문구,2020,07,web,38493
의복,2020,07,web,387194
신발,2020,07,web,101115
가방,2020,07,web,56190
패션용품 및 액세서리,2020,07,web,63934
스포츠·레저용품,2020,07,web,184496
화장품,2020,07,web,600236
아동·유아용품,2020,07,web,86980
음·식료품,2020,07,web,442216
농축수산물,2020,07,web,152434
생활용품,2020,07,web,348794
자동차 및 자동차용품,2020,07,web,55980
가구,2020,07,web,123146
애완용품,2020,07,web,23012
여행 및 교통서비스,2020,07,web,190696
문화 및 레저서비스,2020,07,web,47475
e쿠폰서비스,2020,07,web,61011
음식서비스,2020,07,web,73165
기타서비스,2020,07,web,54604
기타,2020,07,web,115544
컴퓨터 및 주변기기,2020,08,mobile,261989
가전·전자·통신기기,2020,08,mobile,1030839
서적,2020,08,mobile,96318
사무·문구,2020,08,mobile,43626
의복,2020,08,mobile,587937
신발,2020,08,mobile,120118
가방,2020,08,mobile,175686
패션용품 및 액세서리,2020,08,mobile,134442
스포츠·레저용품,2020,08,mobile,278661
화장품,2020,08,mobile,402403
아동·유아용품,2020,08,mobile,299524
음·식료품,2020,08,mobile,1216328
농축수산물,2020,08,mobile,365015
생활용품,2020,08,mobile,944770
자동차 및 자동차용품,2020,08,mobile,99520
가구,2020,08,mobile,293284
애완용품,2020,08,mobile,72051
여행 및 교통서비스,2020,08,mobile,611093
문화 및 레저서비스,2020,08,mobile,45161
e쿠폰서비스,2020,08,mobile,303874
음식서비스,2020,08,mobile,1592008
기타서비스,2020,08,mobile,96286
기타,2020,08,mobile,258180
컴퓨터 및 주변기기,2020,08,web,317309
가전·전자·통신기기,2020,08,web,606195
서적,2020,08,web,106634
사무·문구,2020,08,web,31482
의복,2020,08,web,327626
신발,2020,08,web,82165
가방,2020,08,web,50340
패션용품 및 액세서리,2020,08,web,53664
스포츠·레저용품,2020,08,web,142115
화장품,2020,08,web,679461
아동·유아용품,2020,08,web,77828
음·식료품,2020,08,web,424877
농축수산물,2020,08,web,144810
생활용품,2020,08,web,338954
자동차 및 자동차용품,2020,08,web,103666
가구,2020,08,web,121066
애완용품,2020,08,web,21052
여행 및 교통서비스,2020,08,web,185124
문화 및 레저서비스,2020,08,web,36692
e쿠폰서비스,2020,08,web,46254
음식서비스,2020,08,web,84628
기타서비스,2020,08,web,71564
기타,2020,08,web,113773
컴퓨터 및 주변기기,2020,09,mobile,266509
가전·전자·통신기기,2020,09,mobile,889874
서적,2020,09,mobile,105396
사무·문구,2020,09,mobile,49505
의복,2020,09,mobile,744125
신발,2020,09,mobile,128754
가방,2020,09,mobile,174129
패션용품 및 액세서리,2020,09,mobile,117317
스포츠·레저용품,2020,09,mobile,302901
화장품,2020,09,mobile,440750
아동·유아용품,2020,09,mobile,308491
음·식료품,2020,09,mobile,1459915
농축수산물,2020,09,mobile,503688
생활용품,2020,09,mobile,904018
자동차 및 자동차용품,2020,09,mobile,97959
가구,2020,09,mobile,320242
애완용품,2020,09,mobile,74400
여행 및 교통서비스,2020,09,mobile,431356
문화 및 레저서비스,2020,09,mobile,30579
e쿠폰서비스,2020,09,mobile,351585
음식서비스,2020,09,mobile,1529446
기타서비스,2020,09,mobile,60981
기타,2020,09,mobile,180287
컴퓨터 및 주변기기,2020,09,web,340378
가전·전자·통신기기,2020,09,web,526924
서적,2020,09,web,115167
사무·문구,2020,09,web,37859
의복,2020,09,web,405174
신발,2020,09,web,87578
가방,2020,09,web,49430
패션용품 및 액세서리,2020,09,web,48240
스포츠·레저용품,2020,09,web,155087
화장품,2020,09,web,633462
아동·유아용품,2020,09,web,86070
음·식료품,2020,09,web,572914
농축수산물,2020,09,web,229345
생활용품,2020,09,web,348788
자동차 및 자동차용품,2020,09,web,120173
가구,2020,09,web,132334
애완용품,2020,09,web,21958
여행 및 교통서비스,2020,09,web,123273
문화 및 레저서비스,2020,09,web,31572
e쿠폰서비스,2020,09,web,50051
음식서비스,2020,09,web,74125
기타서비스,2020,09,web,85448
기타,2020,09,web,110072
컴퓨터 및 주변기기,2020,10,mobile,227738
가전·전자·통신기기,2020,10,mobile,986053
서적,2020,10,mobile,79516
사무·문구,2020,10,mobile,53193
의복,2020,10,mobile,1053679
신발,2020,10,mobile,155518
가방,2020,10,mobile,185255
패션용품 및 액세서리,2020,10,mobile,121415
스포츠·레저용품,2020,10,mobile,372247
화장품,2020,10,mobile,441619
아동·유아용품,2020,10,mobile,311686
음·식료품,2020,10,mobile,1217403
농축수산물,2020,10,mobile,365581
생활용품,2020,10,mobile,866070
자동차 및 자동차용품,2020,10,mobile,93194
가구,2020,10,mobile,322488
애완용품,2020,10,mobile,76057
여행 및 교통서비스,2020,10,mobile,521749
문화 및 레저서비스,2020,10,mobile,51033
e쿠폰서비스,2020,10,mobile,298375
음식서비스,2020,10,mobile,1477912
기타서비스,2020,10,mobile,57834
기타,2020,10,mobile,168140
컴퓨터 및 주변기기,2020,10,web,323962
가전·전자·통신기기,2020,10,web,626691
서적,2020,10,web,90674
사무·문구,2020,10,web,41280
의복,2020,10,web,544156
신발,2020,10,web,100509
가방,2020,10,web,49545
패션용품 및 액세서리,2020,10,web,47449
스포츠·레저용품,2020,10,web,190829
화장품,2020,10,web,590253
아동·유아용품,2020,10,web,84436
음·식료품,2020,10,web,431807
농축수산물,2020,10,web,129079
생활용품,2020,10,web,337699
자동차 및 자동차용품,2020,10,web,60263
가구,2020,10,web,133811
애완용품,2020,10,web,24619
여행 및 교통서비스,2020,10,web,168635
문화 및 레저서비스,2020,10,web,51228
e쿠폰서비스,2020,10,web,58275
음식서비스,2020,10,web,68387
기타서비스,2020,10,web,107462
기타,2020,10,web,119404
컴퓨터 및 주변기기,2020,11,mobile,286321
가전·전자·통신기기,2020,11,mobile,1146215
서적,2020,11,mobile,93638
사무·문구,2020,11,mobile,57155
의복,2020,11,mobile,1128543
신발,2020,11,mobile,176927
가방,2020,11,mobile,191000
패션용품 및 액세서리,2020,11,mobile,129181
스포츠·레저용품,2020,11,mobile,356150
화장품,2020,11,mobile,486511
아동·유아용품,2020,11,mobile,311410
음·식료품,2020,11,mobile,1289991
농축수산물,2020,11,mobile,376431
생활용품,2020,11,mobile,899288
자동차 및 자동차용품,2020,11,mobile,121261
가구,2020,11,mobile,315001
애완용품,2020,11,mobile,75784
여행 및 교통서비스,2020,11,mobile,524515
문화 및 레저서비스,2020,11,mobile,40525
e쿠폰서비스,2020,11,mobile,340209
음식서비스,2020,11,mobile,1572472
기타서비스,2020,11,mobile,72186
기타,2020,11,mobile,200252
컴퓨터 및 주변기기,2020,11,web,362768
가전·전자·통신기기,2020,11,web,783551
서적,2020,11,web,103428
사무·문구,2020,11,web,45514
의복,2020,11,web,629357
신발,2020,11,web,115314
가방,2020,11,web,56394
패션용품 및 액세서리,2020,11,web,54549
스포츠·레저용품,2020,11,web,194039
화장품,2020,11,web,647938
아동·유아용품,2020,11,web,98064
음·식료품,2020,11,web,473214
농축수산물,2020,11,web,140846
생활용품,2020,11,web,351345
자동차 및 자동차용품,2020,11,web,96470
가구,2020,11,web,138798
애완용품,2020,11,web,25048
여행 및 교통서비스,2020,11,web,172017
문화 및 레저서비스,2020,11,web,31431
e쿠폰서비스,2020,11,web,58307
음식서비스,2020,11,web,70115
기타서비스,2020,11,web,60947
기타,2020,11,web,130998
컴퓨터 및 주변기기,2020,12,mobile,325899
가전·전자·통신기기,2020,12,mobile,1144449
서적,2020,12,mobile,127634
사무·문구,2020,12,mobile,75978
의복,2020,12,mobile,974699
신발,2020,12,mobile,158830
가방,2020,12,mobile,194812
패션용품 및 액세서리,2020,12,mobile,151922
스포츠·레저용품,2020,12,mobile,312926
화장품,2020,12,mobile,517825
아동·유아용품,2020,12,mobile,412937
음·식료품,2020,12,mobile,1478857
농축수산물,2020,12,mobile,477308
생활용품,2020,12,mobile,1013666
자동차 및 자동차용품,2020,12,mobile,125728
가구,2020,12,mobile,347823
애완용품,2020,12,mobile,83563
여행 및 교통서비스,2020,12,mobile,372483
문화 및 레저서비스,2020,12,mobile,7813
e쿠폰서비스,2020,12,mobile,378919
음식서비스,2020,12,mobile,2110493
기타서비스,2020,12,mobile,66875
기타,2020,12,mobile,212305
컴퓨터 및 주변기기,2020,12,web,460931
가전·전자·통신기기,2020,12,web,728265
서적,2020,12,web,138813
사무·문구,2020,12,web,55776
의복,2020,12,web,522339
신발,2020,12,web,112607
가방,2020,12,web,53679
패션용품 및 액세서리,2020,12,web,59215
스포츠·레저용품,2020,12,web,168259
화장품,2020,12,web,556827
아동·유아용품,2020,12,web,120797
음·식료품,2020,12,web,534739
농축수산물,2020,12,web,173628
생활용품,2020,12,web,396384
자동차 및 자동차용품,2020,12,web,80065
가구,2020,12,web,150034
애완용품,2020,12,web,25202
여행 및 교통서비스,2020,12,web,101961
문화 및 레저서비스,2020,12,web,5577
e쿠폰서비스,2020,12,web,51820
음식서비스,2020,12,web,86835
기타서비스,2020,12,web,78572
기타,2020,12,web,155136
컴퓨터 및 주변기기,2021,01,mobile,343664
가전·전자·통신기기,2021,01,mobile,1175808
서적,2021,01,mobile,131758
사무·문구,2021,01,mobile,58932
의복,2021,01,mobile,721019
신발,2021,01,mobile,115948
가방,2021,01,mobile,181101
패션용품 및 액세서리,2021,01,mobile,129486
스포츠·레저용품,2021,01,mobile,260243
화장품,2021,01,mobile,501187
아동·유아용품,2021,01,mobile,326787
음·식료품,2021,01,mobile,1590713
농축수산물,2021,01,mobile,538740
생활용품,2021,01,mobile,950970
자동차 및 자동차용품,2021,01,mobile,110109
가구,2021,01,mobile,348700
애완용품,2021,01,mobile,82060
여행 및 교통서비스,2021,01,mobile,405916
문화 및 레저서비스,2021,01,mobile,22273
e쿠폰서비스,2021,01,mobile,383584
음식서비스,2021,01,mobile,1962140
기타서비스,2021,01,mobile,90464
기타,2021,01,mobile,169868
컴퓨터 및 주변기기,2021,01,web,447354
가전·전자·통신기기,2021,01,web,697320
서적,2021,01,web,127000
사무·문구,2021,01,web,40162
의복,2021,01,web,369690
신발,2021,01,web,86437
가방,2021,01,web,47063
패션용품 및 액세서리,2021,01,web,48466
스포츠·레저용품,2021,01,web,132979
화장품,2021,01,web,579430
아동·유아용품,2021,01,web,85106
음·식료품,2021,01,web,574766
농축수산물,2021,01,web,211216
생활용품,2021,01,web,357099
자동차 및 자동차용품,2021,01,web,45394
가구,2021,01,web,142632
애완용품,2021,01,web,22897
여행 및 교통서비스,2021,01,web,92628
문화 및 레저서비스,2021,01,web,12042
e쿠폰서비스,2021,01,web,56896
음식서비스,2021,01,web,68899
기타서비스,2021,01,web,77984
기타,2021,01,web,144348
컴퓨터 및 주변기기,2021,02,mobile,342479
가전·전자·통신기기,2021,02,mobile,1064770
서적,2021,02,mobile,104616
사무·문구,2021,02,mobile,54137
의복,2021,02,mobile,681389
신발,2021,02,mobile,127604
가방,2021,02,mobile,188562
패션용품 및 액세서리,2021,02,mobile,120746
스포츠·레저용품,2021,02,mobile,242553
화장품,2021,02,mobile,463196
아동·유아용품,2021,02,mobile,300755
음·식료품,2021,02,mobile,1369859
농축수산물,2021,02,mobile,451228
생활용품,2021,02,mobile,838681
자동차 및 자동차용품,2021,02,mobile,93827
가구,2021,02,mobile,323447
애완용품,2021,02,mobile,73279
여행 및 교통서비스,2021,02,mobile,449886
문화 및 레저서비스,2021,02,mobile,48369
e쿠폰서비스,2021,02,mobile,332834
음식서비스,2021,02,mobile,1806835
기타서비스,2021,02,mobile,100385
기타,2021,02,mobile,154459
컴퓨터 및 주변기기,2021,02,web,438236
가전·전자·통신기기,2021,02,web,583896
서적,2021,02,web,108834
사무·문구,2021,02,web,40041
의복,2021,02,web,321473
신발,2021,02,web,82177
가방,2021,02,web,48751
패션용품 및 액세서리,2021,02,web,42826
스포츠·레저용품,2021,02,web,120338
화장품,2021,02,web,440241
아동·유아용품,2021,02,web,79290
음·식료품,2021,02,web,509439
농축수산물,2021,02,web,193415
생활용품,2021,02,web,321053
자동차 및 자동차용품,2021,02,web,60954
가구,2021,02,web,127538
애완용품,2021,02,web,20063
여행 및 교통서비스,2021,02,web,125908
문화 및 레저서비스,2021,02,web,28330
e쿠폰서비스,2021,02,web,53893
음식서비스,2021,02,web,61654
기타서비스,2021,02,web,80481
기타,2021,02,web,108870
컴퓨터 및 주변기기,2021,03,mobile,326465
가전·전자·통신기기,2021,03,mobile,1088058
서적,2021,03,mobile,128673
사무·문구,2021,03,mobile,62225
의복,2021,03,mobile,977992
신발,2021,03,mobile,177532
가방,2021,03,mobile,224121
패션용품 및 액세서리,2021,03,mobile,142129
스포츠·레저용품,2021,03,mobile,335630
화장품,2021,03,mobile,518274
아동·유아용품,2021,03,mobile,340884
음·식료품,2021,03,mobile,1459955
농축수산물,2021,03,mobile,441000
생활용품,2021,03,mobile,947250
자동차 및 자동차용품,2021,03,mobile,108431
가구,2021,03,mobile,365053
애완용품,2021,03,mobile,82125
여행 및 교통서비스,2021,03,mobile,491201
문화 및 레저서비스,2021,03,mobile,54335
e쿠폰서비스,2021,03,mobile,381150
음식서비스,2021,03,mobile,1972286
기타서비스,2021,03,mobile,146820
기타,2021,03,mobile,209974
컴퓨터 및 주변기기,2021,03,web,533564
가전·전자·통신기기,2021,03,web,630670
서적,2021,03,web,141767
사무·문구,2021,03,web,50337
의복,2021,03,web,482893
신발,2021,03,web,125887
가방,2021,03,web,57511
패션용품 및 액세서리,2021,03,web,52576
스포츠·레저용품,2021,03,web,170335
화장품,2021,03,web,531752
아동·유아용품,2021,03,web,89061
음·식료품,2021,03,web,527744
농축수산물,2021,03,web,160613
생활용품,2021,03,web,371256
자동차 및 자동차용품,2021,03,web,241728
가구,2021,03,web,154604
애완용품,2021,03,web,22976
여행 및 교통서비스,2021,03,web,141071
문화 및 레저서비스,2021,03,web,32468
e쿠폰서비스,2021,03,web,71450
음식서비스,2021,03,web,61016
기타서비스,2021,03,web,113167
기타,2021,03,web,144790
